tweet_id,author_id,retweet_count,reply_count,like_count,quote_count
1553839207067652102,1197960718630477824,0,0,0,0
1553839206501318657,189923363,0,0,0,0
1553839203422715906,2278497006,0,0,0,0
1553839200511860742,1306464624460603395,0,0,0,0
1553839187425624065,30645414,0,0,0,0
1553839186414903296,733138905848020994,0,0,0,0
1553839184166600704,868955096754696192,0,0,0,0
1553839164034093056,1020058453,1,0,2,0
1553839160326115328,1453893573011718145,0,0,0,0
1553839157880823808,1267636992109498368,0,0,0,0
1553839155565797376,1138254657720127488,0,0,0,0
1553839152415838208,1553152123193393155,0,0,1,0
1553839146409594880,827551869182550016,0,0,0,0
1553839146128523264,17225189,0,0,0,0
1553839143217758210,1519303889824145408,0,0,0,0
1553839134254551041,1199330230772600832,0,0,0,0
1553839129926008833,268235929,0,1,1,0
1553839125635117056,1493318257083772928,0,1,0,0
1553839122116116484,105811759,0,0,1,0
1553839104005009408,1544767524952084481,0,0,0,0
1553839095633297417,1324799727569932288,0,0,0,0
1553839094551150592,1550183174617157633,0,0,0,0
1553839090851651584,1083979565230243841,0,0,0,0
1553839090637963268,70329953,0,0,0,0
1553839087269953538,1539450631865487361,1,1,2,0
1553839076939366401,1518368865356550145,0,0,0,0
1553839071767670784,37106067,0,0,0,0
1553839070706540549,1423685018145132555,0,0,0,0
1553839050943041536,1015618792775446529,0,0,0,0
1553839050699591680,2391532237,0,0,0,0
1553839045918310401,1183499656980025346,0,0,0,0
1553839041086382082,1272581985047846913,0,0,0,0
1553839023403278336,1360539964086362117,0,2,1,0
1553839015232692227,964206293992071168,0,0,0,0
1553839012409970688,2853846958,0,0,0,0
1553839001408258050,1419174301899579392,0,0,0,0
1553838999868948481,1484346777704669192,0,0,0,0
1553838998325436417,238301468,0,1,0,0
1553838996047921152,1225793633342935043,0,0,0,0
1553838995666337792,339235501,0,0,0,0
1553838988082962432,322585439,0,0,0,0
1553838977630830595,1546277383367544832,0,1,0,0
1553838976255008769,718511915333324800,0,0,0,0
1553838972006285317,30898742,0,0,0,0
1553838971490287622,443721417,0,0,1,0
1553838955308716033,1530216244099657730,0,0,0,0
1553838952511070209,1202643091603304449,0,1,0,0
1553838950833348609,1295600305078501382,0,0,0,0
1553838946668482560,1328328651184680960,0,0,0,0
1553838944042815489,406850093,0,0,0,0
1553838943216570368,1455177493116329987,0,0,0,0
1553838938032406528,308639864,0,0,1,0
1553838936388165632,1271564097029627904,0,0,0,0
1553838936052695040,1242828693497659393,0,1,1,0
1553838933070553088,1689709760,0,0,0,0
1553838930264576007,1259356881233068032,0,0,0,0
1553838927043121152,1481774639055613956,0,0,0,0
1553838923301937154,1458074188669984771,0,0,0,0
1553838918046429184,440443153,0,0,0,0
1553838911700492289,1533684561024262144,39,0,9,0
1553838911532797959,1531066198993018880,0,0,0,0
1553838906424139777,1462042006897766400,0,0,0,0
1553838900535332865,3298777836,0,0,0,0
1553838898874388484,1522972432105148418,0,0,0,0
1553838892083822595,85400161,0,1,1,0
1553838886798909440,1553837585205690371,0,0,0,0
1553838886140477447,1213695758085443585,0,0,0,0
1553838883825238016,1479621690099437568,0,0,0,0
1553838882864734209,4216141943,0,0,0,0
1553838881149255680,161562952,0,0,0,0
1553838875285622790,1849025143,0,0,0,0
1553838874128007168,1482807002392838150,0,0,1,0
1553838857501679618,1508071783110426637,0,0,0,0
1553838841827659777,741842882009702400,0,0,0,0
1553838840648937472,189278681,0,0,0,0
1553838839696867330,959066833709092866,0,0,0,0
1553838837864054784,1423406483316920326,0,0,0,0
1553838836412780544,1530216244099657730,0,1,0,0
1553838825163603968,1483569667818110979,0,0,0,0
1553838824928813064,956782784697323521,0,0,0,0
1553838824492376064,1523691391720689664,0,0,0,0
1553838816972128257,1509742611279622163,0,0,0,0
1553838807673339904,1154560094320889856,0,0,0,0
1553838807451066368,1272535206923296768,0,1,3,0
1553838807157440513,1390084171473772544,0,0,7,0
1553838802921263105,1240216176501895168,0,0,0,0
1553838796487200772,1420397781068492804,0,0,0,0
1553838795123998721,1245026429210890242,0,0,0,0
1553838775968714753,1241118317043204096,0,0,0,0
1553838771077914624,1197736500554657792,0,0,0,0
1553838770818088962,1456783453840629762,0,0,0,0
1553838770151165952,241769973,0,0,0,0
1553838768167215104,20194966,0,0,0,0
1553838761280032769,1535466638274969605,0,0,0,0
1553838749267656710,1334625693532086272,0,0,0,0
1553838745975152645,1518641456050847745,0,0,0,0
1553838742112071681,4797526992,0,0,1,0
1553838735581757442,4070425990,1,0,0,0
1553838734315077634,857451804048621568,0,0,0,0
1553838734243774467,3224873249,0,0,0,0
1553838733912428546,561162615,0,0,8,0
1553838733144776704,3006288742,0,0,0,0
1553838724424896515,735795616584982528,0,0,0,0
1553838724286500864,2768849938,0,0,0,0
1553838722617118720,1545090115181092867,0,0,0,1
1553838717328039938,1439453036301148167,0,0,0,0
1553838712601059329,35682477,0,0,0,0
1553838708633354247,1199330230772600832,0,0,0,0
1553838701591072768,3432167477,0,0,2,0
1553838698353016832,1431596842807140355,0,2,12,0
1553838689876312066,1514323307486760960,0,0,0,0
1553838689448607748,1231756813621747712,0,0,0,0
1553838687330439168,951997776354861056,0,0,0,0
1553838687259066369,1485052908102209538,0,0,0,0
1553838683052204033,1387043227807588358,0,0,0,0
1553838680913190916,1263888939988942849,0,0,1,0
1553838679797338112,1460195538503036930,0,0,0,0
1553838665499086848,1463209495035842575,0,0,1,0
1553838664165228550,3270343838,0,0,1,0
1553838661644468225,2937800646,0,0,0,0
1553838661027958786,142026187,0,0,0,0
1553838659840790528,1472637478855012353,0,0,0,0
1553838659190657024,1543679039067398144,0,1,1,0
1553838652274384899,1328773421619159043,0,1,0,0
1553838651615887361,29111704,0,0,1,0
1553838644846264322,1252710835602030592,0,0,0,0
1553838642593931265,1202596754,0,1,0,0
1553838632317886464,3294590577,0,0,0,0
1553838622931025923,318284182,4,1,14,2
1553838617348280320,2718673609,0,0,0,0
1553838616509648896,1450827481703911428,0,0,0,0
1553838614777298951,735336595667161090,0,0,1,0
1553838608775200769,1133523814636146688,0,0,0,0
1553838571223670785,1219075146847264768,0,0,0,0
1553838565192253440,1550183174617157633,0,1,1,0
1553838553267937282,1257755334837440512,1,0,0,0
1553838551409860608,1348059764643819524,0,0,0,0
1553838548062806018,1370505789241188358,0,1,0,0
1553838545357443078,2410784610,0,0,0,0
1553838543297970177,1173651075401994241,0,1,5,0
1553838540248690689,1260965597476782080,0,0,0,0
1553838539170799617,1168835112630398977,0,0,0,0
1553838524310454273,743500022,0,1,1,0
1553838521370157061,581063670,0,0,0,0
1553838517863981056,1312329768990396417,0,1,3,0
1553838517041627137,250553054,0,0,0,0
1553838516249001985,850785163474808838,0,0,0,0
1553838507256340482,271045715,0,0,1,0
1553838503108042752,1405111330072268802,0,0,0,0
1553838492802846720,1447027236633288704,0,0,0,0
1553838491217399810,1242562082643619843,0,1,1,0
1553838489334063105,2478688363,0,0,0,0
1553838456786264066,1064358998529507329,0,0,0,0
1553838454601138180,24855487,0,0,0,0
1553838449551151105,1545616013353488384,0,0,0,0
1553838445113626632,23162882,0,0,0,0
1553838440143282177,36477659,0,0,0,0
1553838437928579072,1044451339776876544,0,0,0,0
1553838432421482496,90765719,0,0,0,0
1553838428365766658,4213266148,0,0,0,0
1553838424905367553,808658964342833152,0,1,1,0
1553838423991091200,1382959387388604417,0,0,0,0
1553838418106499074,2740270241,0,0,0,0
1553838410380595206,918952538073960454,0,0,0,0
1553838407608041472,1407739909658525696,0,0,0,0
1553838398439395339,9545142,0,1,1,0
1553838369905557504,1386390131720916993,1,0,1,0
1553838365170176005,40842049,0,0,0,0
1553838360686460928,3152111262,0,0,0,0
1553838359302197250,1441464727213776905,0,0,0,0
1553838345960038405,1523174313045770240,0,0,0,0
1553838344110592005,1354371399226445825,0,0,0,0
1553838335348523008,1343066296036904966,0,0,0,0
1553838328193191942,1471354089615151104,0,0,2,0
1553838328180621313,1328004526742368257,0,1,1,0
1553838321767485440,16394028,0,1,0,0
1553838320106573825,1503238535649927170,0,1,0,0
1553838314465026048,1441464727213776905,0,2,1,0
1553838310413434881,1886583974,0,0,0,0
1553838308941234177,1430974078035406849,0,0,0,0
1553838307179503616,1406748494216544261,0,0,0,0
1553838303564238848,2810496845,0,0,0,0
1553838293225201664,770554974078054400,0,0,0,0
1553838291987808256,622328618,0,1,0,0
1553838289567682560,622328618,0,1,0,0
1553838288170930177,2410118990,0,0,1,0
1553838282357841921,1542970201238605826,0,0,0,0
1553838277622484997,1490726570482405378,0,0,0,0
1553838273516261377,939921812,0,0,0,0
1553838270999568384,1525908021162934272,0,1,0,0
1553838266251558918,4790467096,0,0,0,0
1553838264586383360,171747252,0,0,0,0
1553838261092564992,1432441084119076869,0,0,0,0
1553838258345353217,1020116013688532992,0,0,0,0
1553838252670550016,1498761011121250305,0,0,0,0
1553838247192715265,1409494419624112135,0,1,7,0
1553838242738356226,1318370606102949890,0,0,0,0
1553838242415394816,1522681169451667456,0,1,0,0
1553838236694462464,1158547258104786944,0,0,0,0
1553838214468837376,1301616010307526658,0,0,0,0
1553838206159839234,1323299741451444225,0,0,0,0
1553838199834873857,1354909907552788481,0,0,1,0
1553838198668795904,3350573735,0,0,0,0
1553838196244549632,1541505659732205570,0,1,0,0
1553838194780774403,1525777527754608642,0,0,0,0
1553838193014882305,1368292869811941382,0,0,0,0
1553838187398692864,2264227668,0,0,1,0
1553838186354409477,1161145601960157184,0,1,3,0
1553838184420630528,1027721965967093762,0,0,0,0
1553838182994681857,1150255507342528512,0,1,0,0
1553838180226347008,1524859606379294720,0,0,0,0
1553838169602375681,2198634601,0,0,0,0
1553838167995781120,788608403455217665,1,0,3,0
1553838156893544449,1321515879818022912,0,2,0,0
1553838156021129217,837037970364510208,0,0,1,0
1553838153500336128,1430512521132261380,0,0,1,0
1553838133082456066,278379037,0,0,0,0
1553838125075546112,254301862,0,0,0,0
1553838115147636739,156421358,0,0,0,0
1553838114849771521,1512114447547916295,0,1,1,0
1553838114052898821,1071448109035724800,0,0,0,0
1553838112727597062,939647234991325184,1,5,21,0
1553838110491811841,1363922697961369601,0,1,1,0
1553838105668591617,27301234,0,0,0,0
1553838091924041728,1219075146847264768,0,0,0,0
1553838086051844102,2238113453,0,0,0,0
1553838082327285761,1469762993776910338,0,1,0,0
1553838078229463042,2323112275,0,0,0,0
1553838059397021696,962512165,0,0,0,0
1553838049938882563,743765520021860352,0,1,0,0
1553838042670141443,3124883278,0,1,1,0
1553838040942104587,420155699,0,0,0,0
1553838040690352132,559705129,0,0,0,0
1553838036764483586,950594276,0,0,1,0
1553838033610350593,1522651606382170112,0,0,0,0
1553838027310497792,1427229559519420418,0,0,0,0
1553838026542964740,740890812259704832,0,2,0,0
1553838019949608962,1126160624151662592,0,0,0,0
1553838017084891139,860361419635646464,0,0,0,0
1553838015604211713,753151952641519616,0,1,0,0
1553838010407350273,2425986211,1,0,0,0
1553838009794977792,1514648820977573890,0,1,0,0
1553838009203560448,913214253078908928,0,0,0,0
1553837998323662850,1311633887186096128,0,1,0,0
1553837988810997760,49515905,0,0,0,1
1553837985187205120,2564631644,0,0,0,0
1553837966765699072,1535730125068705792,0,2,0,0
1553837964769230850,27510109,0,0,0,0
1553837964228427776,417725660,0,0,0,0
1553837964148367361,1161052712563122176,0,1,1,0
1553837959585177601,2411824508,0,0,0,0
1553837958351953920,1346875970704334848,0,0,0,0
1553837952215785472,1219764668723552257,0,1,0,0
1553837950336700421,1380878527,0,0,0,0
1553837943286075394,1276573011366346754,0,0,0,0
1553837942208077829,601262235,0,0,0,0
1553837937082900480,3038908861,0,0,0,0
1553837933484199938,1369481660329127936,0,0,0,0
1553837930736762881,51083597,0,0,0,0
1553837913913393153,712054651902889984,0,0,0,0
1553837909870084102,27978179,3,0,6,0
1553837909786214400,1544769922630303745,0,0,0,0
1553837907227693061,1299429753955520512,0,0,0,0
1553837889871544325,1004301704442105857,0,1,0,0
1553837889846378496,1547990389541351426,0,0,0,0
1553837888458014720,1370829537571786754,0,0,0,0
1553837886520320005,1446834335902994440,0,0,5,0
1553837886478360579,2194581130,0,1,0,0
1553837883643011072,13127362,0,0,0,0
1553837880883027968,1217992680136855552,0,0,0,0
1553837879574552576,322585439,0,1,0,0
1553837878979006464,1357717304931479552,0,0,2,0
1553837878945390593,1545605989667307520,0,0,0,0
1553837871458648066,1401845887643623424,0,0,0,0
1553837865284603904,1492643168197742595,0,1,1,0
1553837865163001858,438651121,0,0,0,0
1553837861333614592,1020272797774499841,0,0,0,0
1553837861220253696,1511671430043377665,0,0,1,0
1553837856388517889,1519042758471729154,0,0,0,0
1553837854677016576,1379799461413580808,0,0,0,0
1553837853288718336,1351130558,0,0,0,0
1553837849367150596,1228062961,0,0,0,0
1553837842333179904,20574746,0,0,0,0
1553837840726884352,1552543105164918784,0,0,0,0
1553837838839566337,5988062,4,3,13,1
1553837837698621445,806673300579459072,0,0,0,0
1553837834942832640,1543679039067398144,0,1,1,0
1553837819335958529,1523837529132253186,0,0,0,0
1553837817310085121,1126160624151662592,0,0,0,0
1553837805977083907,26134438,0,0,0,0
1553837805364805635,1518061750427557888,0,0,0,0
1553837797345312771,1098506886,0,0,0,0
1553837791569534976,256566217,0,0,0,0
1553837787492876289,34130905,0,0,0,0
1553837786284769280,256566217,0,0,0,0
1553837769486524416,1533950612265504768,0,0,0,0
1553837759680462851,1537919344453165059,0,0,0,0
1553837759147679747,1151462437297840132,0,0,0,0
1553837757356593152,1545451250665365504,0,0,0,0
1553837750549372930,193976920,0,0,0,0
1553837749832122369,24939611,0,0,0,0
1553837749081235456,1457124141505683457,0,0,0,0
1553837734061436928,244786121,0,0,0,0
1553837708728057858,911625535,0,1,0,0
1553837701740240901,1147070318399414272,0,0,0,0
1553837697709531136,1537056755552768000,0,0,1,0
1553837694211739648,1547397076258295809,0,0,0,0
1553837692676255744,1520198304683859969,0,0,0,0
1553837688918347778,54310132,0,0,0,0
1553837687664263173,1519460269738663944,0,0,0,0
1553837687412404224,1492008287646199842,0,0,0,0
1553837685885779974,1481968438016978945,1,0,1,0
1553837683633541127,224860513,0,1,0,0
1553837678356996101,1433402970213961736,0,0,0,0
1553837673839730689,791106032,0,0,0,0
1553837672048852992,332063558,0,1,1,0
1553837670224248832,1494081253464846340,0,2,0,0
1553837669158998017,1511568517853814786,0,0,0,0
1553837666076184576,1545646691986071553,0,0,0,0
1553837662649327617,1356599492120870914,0,1,1,0
1553837649537925121,252333797,0,0,0,0
1553837648669810688,1461078249845379074,0,1,0,0
1553837646513946626,2973666736,0,0,0,0
1553837643514912769,1084617408369684480,0,0,0,0
1553837640222494731,762385306700115968,0,0,0,0
1553837634656473088,5694932,0,0,0,0
1553837628268498945,2318431543,0,0,0,0
1553837628155379725,1292531272435335169,0,0,0,0
1553837620429471746,1476621863522557958,0,0,0,0
1553837605187362821,1457463811410173956,0,0,4,0
1553837599743250433,1380878527,0,0,0,0
1553837590301724673,1523837529132253186,0,0,0,0
1553837589559377921,1439252445109096452,0,0,0,0
1553837588028563458,1049457813070733312,0,0,0,0
1553837585457467397,107035450,0,0,0,0
1553837579375607810,192042799,0,1,2,0
1553837577383428102,1380211440620044299,0,0,0,0
1553837570936782849,3243134080,0,0,0,0
1553837565479886849,315579380,0,1,0,0
1553837545443807232,1024873033142546432,0,0,0,0
1553837541920489474,1544479262211710977,0,0,1,0
1553837541672947712,1365966151,0,0,0,0
1553837540049829893,1518668039033602049,0,0,0,0
1553837538963587072,1548307418592866306,0,0,0,0
1553837533510918146,1403425176931516419,1,0,1,0
1553837527890628612,1516169313396445188,0,0,2,0
1553837527512915968,1519349785739677696,0,0,0,0
1553837522635165702,1533240928768512001,0,0,0,0
1553837520340787202,988282354572709889,0,0,0,0
1553837518281478144,1504124168463290369,0,0,0,0
1553837516603723779,770554974078054400,0,0,0,0
1553837513730445312,1535433060824387584,0,0,0,0
1553837512488939520,938409876350435328,0,0,0,0
1553837509515378688,1550874114621116417,0,0,1,0
1553837506226946048,1410898419300900864,0,0,0,0
1553837503416864769,1400186923755393029,0,0,0,0
1553837492587171841,1196379853865586688,0,0,3,0
1553837479626788865,1510883560324018180,0,0,1,0
1553837473628692480,1340596492763975680,0,0,0,0
1553837470466412549,1552403493490671617,0,0,0,0
1553837464380493825,1425605345985142797,0,1,0,0
1553837461998026757,1525999804299485184,0,0,0,0
1553837455853473795,28256361,0,0,0,0
1553837431937531904,1532829010111217666,0,0,0,0
1553837429538308096,1046315215,10,4,65,1
1553837418729443329,1311079359046852608,0,0,0,0
1553837409103659009,193026221,0,0,0,0
1553837394197094400,1477000120352792584,0,0,0,0
1553837376904077317,831390366456754177,0,0,0,0
1553837374035169280,1549397625132179458,0,0,0,0
1553837359669645312,425371955,0,0,0,0
1553837355005526016,1328266805467619328,0,0,1,0
1553837338047938561,1379973696413069316,0,2,0,0
1553837333601976321,138800182,0,0,0,0
1553837324177444864,1521911768733339648,0,0,1,0
1553837323061796871,815545194099646465,0,0,0,0
1553837318926376960,1432020519931498505,0,0,0,0
1553837318343217157,1366715348326748162,0,0,3,0
1553837316287991809,3428105331,0,0,0,0
1553837314941620224,1535609848770985985,0,0,0,0
1553837314471645184,1080222961196396544,0,0,1,0
1553837311930109952,30438713,0,0,0,0
1553837309359013899,804164088901279744,0,0,0,0
1553837308897624064,1467334072993206272,0,0,0,0
1553837308041887745,1525908021162934272,0,1,1,0
1553837299758252034,2951838417,0,0,0,0
1553837294951534593,1505220317412839430,0,0,0,0
1553837293445718019,1511667930295111685,0,0,0,0
1553837289406693377,1116568801439387649,0,0,0,0
1553837282888716291,330031623,0,0,2,0
1553837273229266952,1479795093599133697,0,0,1,0
1553837272688099330,2564631644,0,1,0,0
1553837260570824705,750453531891625984,0,0,1,0
1553837259488649217,3028075762,0,0,0,0
1553837258951753730,1552210735664619520,0,0,0,0
1553837249548193794,2732728841,2,0,4,0
1553837241507651585,16521206,0,0,0,0
1553837236273250305,1352674510693167109,0,0,0,0
1553837236067610624,1523853849462673408,0,1,0,0
1553837233467179009,1543643172412293127,0,0,1,0
1553837229822291968,2532486942,1,0,7,0
1553837225686798338,1065284397212016641,0,0,0,0
1553837225019834371,1214714178721767430,0,0,0,0
1553837215419170816,20282133,0,1,1,0
1553837206254624768,1520005846134054914,0,1,0,0
1553837204371374096,137310550,0,0,0,0
1553837203138101248,56283424,0,1,0,0
1553837190899179520,1173404091248185344,0,0,0,0
1553837187837337603,771145253185355776,0,0,0,0
1553837183190056960,1423406483316920326,0,1,0,0
1553837173606035456,52942083,0,1,2,0
1553837165737639946,1507508274790342657,0,0,0,0
1553837145462546432,1696466186,0,1,0,0
1553837127166636032,420041679,0,0,0,0
1553837122355970048,977576619933143040,0,0,0,0
1553837116865466369,2353855812,0,0,1,0
1553837108300759040,1525999804299485184,0,0,0,0
1553837107428343813,1399044627727069184,0,0,0,0
1553837101086539781,1345337815496871947,0,0,6,0
1553837092580515840,1452017630496313348,0,0,0,0
1553837091733196800,1292931741926273026,6,0,6,0
1553837078282117125,2402469601,0,0,0,0
1553837075325018112,1351130558,0,0,0,0
1553837069805539329,1345037539565068289,0,0,1,0
1553837066001256449,1480407890368335879,0,0,0,0
1553837065640476674,1096571179698216961,0,0,0,0
1553837060615593984,1318065385120223239,0,0,0,0
1553837047269449730,1492276911011209221,0,0,1,0
1553837034787201024,32524000,0,0,0,0
1553837021977878529,1540958271875448834,0,0,0,0
1553837016286015488,632239856,0,0,0,0
1553837011806584833,1545436283845152770,0,0,0,0
1553837010879660035,1360539964086362117,0,1,1,0
1553837009868922880,1545912592845230080,0,0,0,0
1553837005511049216,93576703,0,0,0,0
1553837003741036544,23430974,0,0,0,0
1553836993553272832,908446008413057024,0,0,0,0
1553836991237787648,1444913966510129156,0,0,0,0
1553836990780641281,224860513,0,1,0,0
1553836982027096064,1481324307338964999,0,0,0,0
1553836967988629504,1287618161689337856,0,0,0,0
1553836956911636483,1444913966510129156,0,0,0,0
1553836951459053569,3202631,0,0,1,0
1553836947638030336,1283107867885699073,0,0,0,0
1553836946845310978,4908722216,0,1,0,0
1553836938259357696,1389321438067187712,0,0,0,0
1553836934254002180,1273668050781339648,0,1,3,0
1553836922094489601,2963578876,0,0,0,0
1553836905443127296,1042497362336391168,0,0,1,0
1553836900158423040,702012931,0,0,0,0
1553836895586729987,1518921421946245120,0,0,0,0
1553836893447544832,1131813498,0,0,1,0
1553836892302573568,3022298793,0,0,0,0
1553836891547615235,846717762,0,2,0,0
1553836888661934080,1553302238323425282,0,0,1,0
1553836885503385600,1040679839747825664,0,0,0,0
1553836874069835778,1455894282334781450,0,0,0,0
1553836861948313601,706272915541647360,0,0,0,0
1553836861440802821,1149528579342053376,0,0,0,0
1553836854717190144,1301026673236811778,0,0,1,0
1553836847184445451,956337388762161152,0,0,0,0
1553836823096528902,863496162,0,1,0,0
1553836810295332864,1529092029476532230,0,0,0,0
1553836804398366721,850464729311182848,0,0,0,0
1553836797985177601,766859429463543808,0,0,1,0
1553836776946548736,890006270,0,0,1,0
1553836776141332481,750437909224910849,0,3,4,0
1553836773385576454,1472606028,0,0,0,0
1553836770076364801,1541124920758964228,0,0,1,0
1553836756214185984,1287506437543989252,0,0,0,0
1553836742507220993,1413725972,1,1,1,0
1553836733908897797,1418976846436343809,0,0,0,0
1553836719996272642,800460790843088896,0,0,0,0
1553836712144633856,1465635533774893058,0,1,0,0
1553836706234867712,1525611824141434883,0,0,0,0
1553836699284676609,932906190,0,0,0,0
1553836694247542784,1013556007010754560,0,0,0,0
1553836684080709632,43928368,0,0,0,0
1553836671543697410,853919791987425280,35,0,35,0
1553836671224922112,17001533,0,0,0,0
1553836660110114816,9545142,0,1,1,0
1553836659325665280,1353165999961477120,0,0,0,0
1553836659136921600,1333153397508349959,0,0,0,0
1553836654657519619,795005972871835648,0,0,0,0
1553836653378240513,1193399071765147648,0,0,0,0
1553836638312202241,1301209253689135106,0,0,0,0
1553836636869468162,1377864841503895555,0,0,0,0
1553836632448462848,129375589,0,1,0,0
1553836629017640965,352752258,0,0,0,0
1553836625964060673,3303341204,0,0,0,0
1553836619916009472,1519093841969754112,0,1,0,0
1553836607337267205,1198141575160836096,0,0,3,0
1553836597581422592,4538777652,0,0,0,0
1553836591927463936,1500112852010651656,0,1,0,0
1553836589566025730,1391840073285505032,0,0,0,0
1553836584579080192,624661399,0,0,0,0
1553836577532641282,1084200897910067200,0,1,1,0
1553836574810464256,1389247368848199682,0,0,1,0
1553836566568738816,2932594155,0,2,0,0
1553836562365890560,347002300,0,1,0,0
1553836559652118528,262513429,0,0,0,0
1553836551670480899,2004611,0,0,0,0
1553836550773002244,1553533498203557888,0,0,0,0
1553836547329429504,17137559,0,0,1,0
1553836546838577152,897578324146487297,0,1,0,0
1553836543948853252,818029401568845825,0,0,1,0
1553836542988361741,1356880449130405889,0,0,0,0
1553836541507735554,1546668084819263488,0,1,0,0
1553836538252783616,1178334364087668736,0,1,0,0
1553836529994403841,883673186,0,0,0,0
1553836525271531523,1734830630,0,0,1,0
1553836516174077952,1519486459107024897,0,0,0,0
1553836515675066368,1445384881693941776,0,0,1,0
1553836515016540163,1355626190153936904,0,0,0,0
1553836508536348678,98634804,0,0,0,0
1553836508343373824,1361782874270281732,0,0,0,0
1553836507219300353,805077507431075840,0,0,0,0
1553836501582204933,1490608685143449601,0,0,0,0
1553836496922320897,1551240204157157382,0,1,1,0
1553836492270628864,1564978268,0,0,0,0
1553836488378355712,1222202220189507585,0,0,0,0
1553836486553964545,224860513,0,1,0,0
1553836481847992320,1464819474771623939,0,0,0,0
1553836473127997441,1553835227109285899,0,0,0,0
1553836469982306307,1433127764375310340,0,0,0,0
1553836469604818948,1150255507342528512,0,0,0,0
1553836465343324163,1502603140721483778,0,1,0,0
1553836452236107777,1485337859032862726,0,1,0,0
1553836448981426178,768939835235110916,0,0,0,0
1553836446557011972,1464764230062723075,0,0,1,0
1553836439397359619,1497671566238363652,0,0,0,0
1553836436490784768,1307749035915325446,0,0,0,0
1553836435266064387,307112031,0,0,0,0
1553836427594461184,77230097,0,0,0,0
1553836426197811200,1432140607032496132,0,0,0,0
1553836425073664000,1540351926591574016,0,0,0,0
1553836422771138560,1535082590838865922,0,0,0,0
1553836420535619587,951847915647111168,0,1,1,0
1553836412851703809,1412081765133525001,0,0,0,0
1553836412314611712,1476973374605709315,0,0,0,0
1553836405423480832,1503053104454979588,1,0,0,0
1553836404727218181,1444333294280130563,0,0,0,0
